_id,cultivarName,accessionNumber,link,maturity,leafColor,downyMildew,verticilliumWilt,viruses,vigor,yield,sidearmLength,alphaAcids,alphaAcidsHigh,alphaAcidsLow,alphaAcidsAverage,betaAcids,betaAcidsHigh,betaAcidsLow,betaAcidsAverage,cohumulone,cohumuloneHigh,cohumuloneLow,cohumuloneAverage,oil,oilLow,oilHigh,oilAverage,H/CRatio,H/CRatioLow,H/CRatioHigh,H/CRatioAverage,humulene,humuleneHigh,humuleneLow,humuleneAverage,caryophylleneOriginal,caryophyllene,myrceneOriginal,myrcene,farneseneOriginal,farnesene
6708457e1540d082ce0716c1,Hersbrucker E,21179,https://www.ars.usda.gov/ARSUserFiles/2450/hopcultivars/21179.html,late,dark green,moderately susceptible,resistant,Viruses: free of PNRV and ApMV at time of receipt,very good,good to very good,"20 to 40 inches, sometimes longer",4 - 6%,6.0,4.0,5.0,5 - 7%,7.0,5.0,6.0,22 - 24%,24,22,23,0.63 ml/100 g,0.63,,0.63,Humulene 29%; caryophyllene 9%; myrcene 46%; farnesene trace,,,#DIV/0!,Humulene 29%,29.0,,29.0,caryophyllene 9%,9.0,myrcene 46%,46.0,farnesene trace,
6708457e1540d082ce07169a,Galena,21182,https://www.ars.usda.gov/ARSUserFiles/2450/hopcultivars/21182.html,Medium to medium early,Medium to light green,moderately resistant,resistant,Viruses: free of prunus necrotic ringspot virus and apple mosaic virus,Very good,"Very good, 1600-2000 lbs/acre",20-40 inches,12.0% (10 year range: 8.02 to 14.9%),14.9,8.0,11.5,7.5 (10 year range: 4.6 to 9.0%),9.0,4.6,6.8,39%,39,39,39,1.05 ml/100 g (10 year range: 0.55 to 2.03); Myrcene 55.2%; humulene 9.2%; caryophyllene 4.1%; farnesene trace; H/C ratio = 2.24,1.05,,1.05,H/C ratio = 2.24,2.24,,2.24,Humulene 9.2%,9.2,,9.2,caryophyllene 4.1%,4.1,myrcene 55.2%,55.2,farnesene trace,
6708457e1540d082ce071720,Eroica,21183,https://www.ars.usda.gov/ARSUserFiles/2450/hopcultivars/21183.html,Late,Medium to medium dark green,moderately resistant,resistant,"Viruses: slight infection with Prunus Necrotic Ringspot, Ringspot, Apple Mosaic, and Hop Mosaic",Very good,Very good to excellent (1800-2200 lbs/acre),20-40 inches,12.3% (10-year range 7.3 to 14.9%),14.9,7.3,11.1,4.5% (10-year range 3.0 to 5.3%),5.3,3.0,4.2,40%,40,40,40,O.90 ml/100 g,0.90,,0.90,H/C ratio 0.07,0.07,,0.07,unknown,,,,unknown,,unknown,,,
6708457e1540d082ce0716c4,Hersbrucker,21185,https://www.ars.usda.gov/ARSUserFiles/2450/hopcultivars/21185.html,Late,Dark green,tolerant to moderately susceptible,moderately resistant to tolerant,"Viruses: infected with some hop viruses, but virusfree clones are now available",Very good,Good to very good,12-36 inches,4.6% (10-year range 3.8 to 7.4%),7.4,3.8,5.6,6.8% (10-year range 5.0-8.6%),8.6,5.0,6.8,25%,25,25,25,0.68 ml/100 g,0.68,,0.68,H/C = 3.21,3.21,,3.21,humulene 26.5%,26.5,,26.5,unknown,,unknown,,,
6708457e1540d082ce0716cb,Spalter,21186,https://www.ars.usda.gov/ARSUserFiles/2450/hopcultivars/21186.html,Early,Medium green,moderately resistant,,Viruses: unknown,Poor,"Low, under 1000 lbs/acre",6-15 inches,5.7% (5-year range: 3.6-7.5%),7.5,3.6,5.6,4.6% (5-year range: 3.0-6.2%),6.2,3.0,4.6,23% (5-year range: 20-25%),25,20,23,0.62 ml/100 g (5-year range 0.31-1.03),0.62,,0.62,H/C ratio 3.43,3.43,,3.43,unknown,,,,unknown,,unknown,,,
6708457e1540d082ce0716c5,Southern Brewer,21187,https://www.ars.usda.gov/ARSUserFiles/2450/hopcultivars/21187.html,,,,resistant,Viruses: unknown,Very good,"High, 1500-2000 lbs/acre, sometimes higher",20-40 inches,9.8% (5-year range: 5.6-12.0%),12.0,5.6,8.8,4.4% (5-year range: 2.8-5.0%),5.0,2.8,3.9,40% (5-year range: 33-42%),42,33,38,0.94 ml/100 g (5-year range: 0.43-1.03),0.94,,0.94,unknown,,,,unknown,,,,unknown,,unknown,,,
6708457e1540d082ce0716da,Bullion 6A,21196,https://www.ars.usda.gov/ARSUserFiles/2450/hopcultivars/21196.html,Medium early,Dark green,moderately resistant,resistant,Viruses: free of prunus and apple mosaic virus,Excellent,"High, 2000-2500 lbs/Acre",24-40 inches,10.20%,10.2,10.2,10.2,5.10%,5.1,5.1,5.1,38-42%,42,38,40,1.42 ml/100 g,1.42,,1.42,unknown,,,,unknown,,,,unknown,,unknown,,,
6708457e1540d082ce0716fa,US Tettnanger,21197,https://www.ars.usda.gov/ARSUserFiles/2450/hopcultivars/21197.html,Early,Medium to medium dark green,resistant,resistant,Viruses: originally free of Prunus Necrotic Ringspot and Apple Mosaic Virus,Fair to good,Low to medium (1000-1300 lbs/acre),12-36 inches,5.8% (10-year range 3.5 to 8.8%),8.8,3.5,6.2,2.9% (10-year range 2.1 to 4.4%),4.4,2.1,3.3,27% (10-year range 24 to 31%),31,24,28,0.87 ml/100 g,0.87,,0.87,H/C ratio 3.1,3.10,,3.10,unknown,,,,unknown,,unknown,,,
6708457e1540d082ce0716bc,Sirem,21214,https://www.ars.usda.gov/ARSUserFiles/2450/hopcultivars/21214.html,Early,Dark green,moderately susceptible,,Viruses: infected with all five hop viruses,Poor,Poor (about 200 lbs/acre in Corvallis test plots; probably higher in Czechoslovakia where it is better adapted),6-10 inches,3.50%,3.5,3.5,3.5,3.10%,3.1,3.1,3.1,23%,23,23,23,0.47 ml/100 g,0.47,,0.47,H/C ratio = 3.70,3.70,,3.70,unknown,,,,unknown,,unknown,,,
6708457e1540d082ce071708,Nordgaard,21215,https://www.ars.usda.gov/ARSUserFiles/2450/hopcultivars/21215.html,early,"dark green, reddish stem color",moderately resistant to tolerant,,Viruses: no information,fair to poor,"poor, ranging from 300 to 1,100 lbs/acre in Corvallis plots",8 to 20 inches,7.50%,7.5,7.5,7.5,3.40%,3.4,3.4,3.4,29%,29,29,29,0.94 ml/100 g,0.94,,0.94,H/C ratio = 2.54,2.54,,2.54,Humulene 26.8%,26.8,,26.8,caryophyllene 10.5%,10.5,myrcene 47.3%,47.3,farnesene 1.7%,1.7
6708457e1540d082ce0716a3,Groene Bel,21216,https://www.ars.usda.gov/ARSUserFiles/2450/hopcultivars/21216.html,medium to late,dark green,,,,fair to poor in Corvallis test plots,poor in Corvallis test plots,"short, 8 to 12 inches",4.90%,4.9,4.9,4.9,3.50%,3.5,3.5,3.5,27%,27,27,27,0.98 ml/100 g,0.98,,0.98,H/C ratio = 2.41,2.41,,2.41,Humulene 31.5%,31.5,,31.5,caryophyllene 17.9%,17.9,myrcene 39.0%,39.0,,
6708457e1540d082ce0716d1,Star,21217,https://www.ars.usda.gov/ARSUserFiles/2450/hopcultivars/21217.html,early,medium green,tolerant,,Viruses: no information,poor,"poor , averaging under 500 lbs/acre in Corvallis test plots",6 to 20 inches,3.20%,3.2,3.2,3.2,1.70%,1.7,1.7,1.7,24%,24,24,24,0.47 ml/100 g,0.47,,0.47,H/C ratio = 2.91,2.91,,2.91,Humulene 33.9%,33.9,,33.9,caryophyllene 11.7%,11.7,myrcene 34.2%,34.2,farnesene 3.7%,3.7
6708457e1540d082ce071723,Eroica,21220,https://www.ars.usda.gov/ARSUserFiles/2450/hopcultivars/21220.html,Late,Medium to medium dark green,moderately resistant,resistant,"Viruses: slight infection with Prunus Necrotic, Ringspot, Apple Mosaic, and Hop Mosaic",Very good,Very good to excellent (1800-2200 lbs/acre),20-40 inches,12.3% (5-year range 10.2-14.7),14.7,10.2,12.5,4.7 (5-year range 3.8-5.2%),5.2,3.8,4.5,41%,41,41,41,1.10 ml/100 g; contains little or no humulene,1.10,,1.10,unknown,,,,unknown,,,,unknown,,unknown,,,
6708457e1540d082ce071699,Aquila,21222,https://www.ars.usda.gov/ARSUserFiles/2450/hopcultivars/21222.html,Medium late to late,"Light green, similar to Brewer's Gold",moderately resistant,resistant,Viruses: unknown,Very good,"Very good, 2120 lbs/acre average over a 5-year period",20-30 inches,7.1% (5-year range 6.7 to 8.9%),8.9,6.7,7.8,4.3% (5-year range 4.1 to 4.9%),4.9,4.1,4.5,46%,46,46,46,1.45 ml/100 g,1.45,,1.45,unknown,,,,unknown,,,,unknown,,unknown,,,
6708457e1540d082ce071713,Olympic,21225,https://www.ars.usda.gov/ARSUserFiles/2450/hopcultivars/21225.html,Medium to medium late,Medium green,moderately resistant,resistant,"Viruses: free of prunus necrotic ringspot and apple mosaic virus, carries hop mosaic and American hop latent virus",Very good,1600-2200 lbs/acre,18-36 inches,13.0 (5-year range: 10.6 to 13.8),13.8,10.6,12.2,5.5% (5-year range: 3.8 to 6.1),6.1,3.8,5.0,31%,31,31,31,1.64 ml/100 g (5 year range: 0.86 to 2.55),1.64,,1.64,unknown,,,,unknown,,,,unknown,,unknown,,,
6708457e1540d082ce0716f8,Chinook,21226,https://www.ars.usda.gov/ARSUserFiles/2450/hopcultivars/21226.html,Medium to medium late,Medium green,moderately resistant,resistant,Viruses: susceptible to hop mosaic virus,,1800-2400 lbs/acre,24-40 inches,13.6 (5 year average: 13.9-15.3%),15.3,13.9,14.6,3.9% (5-year average 3.6 to 4.5),4.5,3.6,4.1,33%,33,33,33,1.83 ml/100 g (5-year range 1.24 to 2.63),1.83,,1.83,unknown,,,,unknown,,,,unknown,,unknown,,,
6708457e1540d082ce07171e,Perle,21227,https://www.ars.usda.gov/ARSUserFiles/2450/hopcultivars/21227.html,"Midseason in Germany, early in U.S.",Light green,resistant,resistant,"Viruses: free of all hop viruses, except hop latent virus",Very good,"Good to very good, 1500-1900 lbs/A",24-30 inches,"8-9% in Germany, up to 11% in U.S. (5 yr. U.S. range: 7.9 to 12.9%)",12.9,7.9,10.4,"4-5% in U.S., 8% in Germany (5 yr. U.S. range: 2.9 to 5.0%)",5.0,2.9,4.0,28%,28,28,28,"0.6-1.2 ml/100 g, no farnesene",1.20,0.60,0.90,unknown,,,,unknown,,,,unknown,,unknown,,,
6708457e1540d082ce0716b1,Blisk,21238,https://www.ars.usda.gov/ARSUserFiles/2450/hopcultivars/21238.html,Medium to medium late,Dark green,resistant,unknown,Viruses: unknown,Very good,1750 lbs/acre (10-year range 1200 to 2900 lbs/acre),20-30 inches,11.5% (10-year range 9.7 to 14.1%),14.1,9.7,11.9,4% (10-year range 3.3 to 4.8%),4.8,3.3,4.1,33%; colupulone 62%,33,33,33,2.01 ml/100 g (10-year range 1.24-3.24 ml/100 g),2.01,,2.01,H/C - 2.80,2.80,,2.80,Humulene 11.5%,11.5,,11.5,unknown,,unknown,,,
6708457e1540d082ce0716b7,Bobek,21239,https://www.ars.usda.gov/ARSUserFiles/2450/hopcultivars/21239.html,Medium to medium early,Dark green,moderately resistant,resistant,Viruses: unknown,Fair,Poor (about 800 lbs/acre in Oregon test plots),12-20 inches,8.1% (10-year range 6.0 to 9.3%),9.3,6.0,7.7,5.0% (10-year range 4.0 to 6.6%),6.6,4.0,5.3,26%; colupulone 48%,26,26,26,1.4 ml/100 g (10-year range 0.82 to 2.67); humulene 12.4%; caryophyllene 4.3%;farnesene 3.0%. H/C ratio=2.96,1.40,,1.40,H/C ratio=2.96,2.96,,2.96,Humulene 12.4%,12.4,,12.4,caryophyllene 4.3%,4.3,unknown,,farnesene 3.0%,3.0
6708457e1540d082ce0716c9,Buket,21240,https://www.ars.usda.gov/ARSUserFiles/2450/hopcultivars/21240.html,Medium to medium early,Dark green,resistant to moderately resistant,resistant,Viruses: unknown,Fair,Fair to good; 10-year average 1060 lbs/acre (range 800 to 1800 lbs/acre),6-20 inches,11.0% (10-year range 8.7 to 13.5%),13.5,8.7,11.1,4.9 (10-year range 4.2 to 6.3%),6.3,4.2,5.3,24%; colupulone 48%,24,24,24,2.15 ml/100 g (10-year range 1.0 to 2.9 ml/100 g),2.15,,2.15,H/C - 2.91,2.91,,2.91,humulene = 17.1,17.1,,17.1,unknown,,unknown,,contains some farnesene,
6708457e1540d082ce07170f,Early Prolific,21276,https://www.ars.usda.gov/ARSUserFiles/2450/hopcultivars/21276.html,Early,Light green,moderately resistant,,Viruses: unknown,Fair to poor,Poor (4-year range 500-600 lbs/acre near Corvallis),10-24 inches,4.70%,4.7,4.7,4.7,2.20%,2.2,2.2,2.2,23%,23,23,23,0.5 ml/100 g,0.50,,0.50,H/C 2.88,2.88,,2.88,humulene 21.2%,21.2,,21.2,unknown,,unknown,,,
6708457e1540d082ce071711,Early Promise,21277,https://www.ars.usda.gov/ARSUserFiles/2450/hopcultivars/21277.html,Early,Light green,moderately resistant,,Viruses: unknown,Fair to poor,"Poor, 600-800 lbs/acre near Corvallis",6-20 inches,6.10%,6.1,6.1,6.1,1.70%,1.7,1.7,1.7,30%,30,30,30,0.5 ml/100 g,0.50,,0.50,H/C ~ 2.77,2.77,,2.77,Humulene 18.4%,18.4,,18.4,unknown,,unknown,,,
6708457e1540d082ce0716d8,Keyworths Early,21278,https://www.ars.usda.gov/ARSUserFiles/2450/hopcultivars/21278.html,early,light green,moderately susceptible,resistant,Viruses: no information,fair to good,"poor in Corvallis test plots, fair to good in England",12 to 18 inches,8.60%,8.6,8.6,8.6,3.30%,3.3,3.3,3.3,33%,33,33,33,1.39 ml/100 g,1.39,,1.39,H/C ratio = 3.04,3.04,,3.04,Humulene 22%,22.0,,22.0,caryophyllene 7.2%,7.2,myrcene 44.9%,44.9,farnesene trace,
6708457e1540d082ce0716db,Keyworth's Midseason,21279,https://www.ars.usda.gov/ARSUserFiles/2450/hopcultivars/21279.html,medium early,light green,moderately resistant,moderately resistant,Viruses: no information,good to very good,"good to very good, 1,500 to 2,200 lbs/acre in Corvallis test plots",18 to 30 inches,7.50%,7.5,7.5,7.5,3.10%,3.1,3.1,3.1,46%,46,46,46,0.89 ml/100 g,0.89,,0.89,Humulene 13.4%; caryophyllene 10%; myrcene 55.8%; farnesene trace,unknown,unknown,unknown,Humulene 13.4%,13.4,,13.4,caryophyllene 10%,10.0,myrcene 55.8%,55.8,farnesene trace,
6708457e1540d082ce07168f,Pride of Kent,21280,https://www.ars.usda.gov/ARSUserFiles/2450/hopcultivars/21280.html,medium early,light green,moderately resistant,moderately resistant,Viruses: no information,good,"fair to good, 900 to 1,400 lbs/acre in Oregon test plots",12 to 20 inches,8 to 11%,11.0,8.0,9.5,6 - 8%,8.0,6.0,7.0,35%,35,35,35,2.32 ml/100 g,2.32,,2.32,H/C ratio = 2.74,2.74,,2.74,Humulene 9.4%,9.4,,9.4,caryophyllene 3.4%,3.4,myrcene 69.8%,69.8,farnesene trace,
6708457e1540d082ce0716dc,Sunshine,21281,https://www.ars.usda.gov/ARSUserFiles/2450/hopcultivars/21281.html,Medium-early to medium,"Lemon yellow, light green",moderately resistant,unknown,Viruses: unknown,Fair to good,"Poor, 500-800 lbs/acre",12-20 inches,7.5% (3-year range 6.7-8.2%),8.2,6.7,7.5,2.7% (3-year range 2.1-3.1%),3.1,2.1,2.6,34%,34,34,34,1.35 ml/100 g,1.35,,1.35,H/C - 0.19,0.19,,0.19,humulene 0.9%,0.9,,0.9,unknown,,unknown,,,
6708457e1540d082ce0716b3,Wye Saxon,21282,https://www.ars.usda.gov/ARSUserFiles/2450/hopcultivars/21282.html,early,medium green,moderately resistant,resistant,Viruses: free of all major hop viruses when received,fair to poor,"poor in USDA test plots, good in England",12 - 20 inches,8 - 10%,10.0,8.0,9.0,4-5 %,5.0,4.0,4.5,20%,20,20,20,0.95 ml/100 g,0.95,,0.95,H/C ratio = 2.16,2.16,,2.16,Humulene 11.8%,11.8,,11.8,caryophyllene 5.6%,5.6,myrcene 54%,54.0,farnesene 6.7%,6.7
6708457e1540d082ce0716fd,Wye Viking,21283,https://www.ars.usda.gov/ARSUserFiles/2450/hopcultivars/21283.html,,green,resistant,susceptible,Viruses: free of all 5 major hop viruses when received at Corvallis.,"fair to poor in Oregon, good in England",poor,12 to 20 inches,8 - 10%,10.0,8.0,9.0,4 - 5%,5.0,4.0,4.5,21 - 24 %,24,21,23,1.16 ml/100 g,1.16,,1.16,H/C ratio = 2.31,2.31,,2.31,Humulene 10.5%,10.5,,10.5,caryophyllene 5.3%,5.3,myrcene 47.3%,47.3,Farnesene 9.1%,9.1
6708457e1540d082ce0716bd,Bramling,21284,https://www.ars.usda.gov/ARSUserFiles/2450/hopcultivars/21284.html,Early,Medium green,moderately susceptible,,Viruses: unknown,"Poor, tends to have spotty regrowth (sleepers) in the spring.",Low (600-1000 lbs/acre),12 inches,5.80%,5.8,5.8,5.8,3.00%,3.0,3.0,3.0,27%,27,27,27,0.90 ml/100 g,0.90,,0.90,unknown,,,,unknown,,,,unknown,,unknown,,,
6708457e1540d082ce0716ba,BOR 704,21285,https://www.ars.usda.gov/ARSUserFiles/2450/hopcultivars/21285.html,early,light green,moderately susceptible,tolerant,Viruses: no information,fair to good,"fair to poor (900 to 1600 lbs/acre, but very variable)",12 to 30 inches,2 - 3 %,3.0,2.0,2.5,3 - 4 %,4.0,3.0,3.5,16 - 20 %,20,16,18,0.65 ml/100 g,0.65,,0.65,Humulene:Caryophyllene 3.5,3.50,,3.50,Humulene 46%,46.0,,46.0,caryophyllene 13%,13.0,myrcene 21%,21.0,farnesene trace,
6708457e1540d082ce0716de,Kirin II,21286,https://www.ars.usda.gov/ARSUserFiles/2450/hopcultivars/21286.html,Very late,Medium green,resistant,,Viruses: unknown,Excellent,Very high (2000-2500 lbs/acre),24-48 inches,8% (3-year range: 6.8-10.3%),10.3,6.8,8.6,6.4% (3-year range: 5.2-8.0%),8.0,5.2,6.6,43-45%,45,43,44,1.15 ml/100 g,1.15,,1.15,unknown,,,,unknown,,,,unknown,,unknown,,,
6708457e1540d082ce0716a8,Banner,21287,https://www.ars.usda.gov/ARSUserFiles/2450/hopcultivars/21287.html,Medium early,Light green,susceptible,moderately resistant,Viruses: unknown,Good to very good,Very good (5-year average in Oregon 2175 lbs/acre in nursery plots; about 1800 lbs/acre in commercial 4-acre plot),12-30 inches,11.1% (5-year range 8.4 to 13.0%),13.0,8.4,10.7,6.5% (5-year range 5.3 to 8.0%),8.0,5.3,6.7,34%,34,34,34,2.17 ml/100 g,2.17,,2.17,Humulene/caryophyllene ratio = 2.35,2.35,,2.35,Humulene 11.8%,11.8,,11.8,caryophyllene 7.7%,7.7,myrcene 66.4%,66.4,farnesene trace,
6708457e1540d082ce0716cd,Horizon,21373,https://www.ars.usda.gov/ARSUserFiles/2450/hopcultivars/21373.html,medium late,green,moderately susceptible,moderately resistant,"Viruses: moderate infection with CARLA viruses (hop mosaic, hop latent and American hop latent viruses)",moderately vigorous,"medium to good, averaging 1,800 to 2,000 lbs/acre in Washington test plots, but somewhat less in Oregon where downy mildew was a problem.",15 to 30 inches,13.6% on average (range: 10.2 to 16.5%),16.5,10.2,13.4,6.3% (range: 4.6 to 9.0 %),9.0,4.6,6.8,19% (range: 17 to 22%),22,17,20,range of 1.25 to 2.60 ml/100 g; 60-70% myrcene; 8-10% humulene; 5-6% caryophyllene; 2% farnesene.,2.60,1.25,1.93,1.5 to 1.7,1.70,1.50,1.60,8-10%,10.0,8.0,9.0,5-6%,6.0,60-70%,70.0,2%,2.0
6708457e1540d082ce0716ee,Tolhurst,21396,https://www.ars.usda.gov/ARSUserFiles/2450/hopcultivars/21396.html,early to medium early,medium green,moderately resistant,,Viruses: no information,poor in Corvallis test plots,"poor in Corvallis plots, averaging 300 to 700 lbs/acre",10 to 20 inches,2.20%,2.2,2.2,2.2,2.90%,2.9,2.9,2.9,31%,31,31,31,0.65 ml/100 g,0.65,,0.65,H/C ratio = 2.55,2.55,,2.55,Humulene 19.4%,19.4,,19.4,caryophyllene 7.7%,7.7,myrcene 42.5%,42.5,farnesene 8.3%,8.3
6708457e1540d082ce071693,AlphAroma,21406,https://www.ars.usda.gov/ARSUserFiles/2450/hopcultivars/21406.html,Late to very late,Dark green,moderately resistant,,Viruses: free of major hop viruses,Very good,"Very good, 6 year average 2330 lbs/acre (range 1100 to 3400 lbs/acre)",20-40 inches,9.4% (6 year range 5.8-10.9%),10.9,5.8,8.4,3.5% (6 year range 2.6-4.8%),4.8,2.6,3.7,27%,27,27,27,1.21 ml/100 g (6 year range 0.63-1.52 ml),1.21,,1.21,H/C 3.43,3.43,,3.43,Humulene 14.6%,14.6,,14.6,unknown,,unknown,,about 5% farnesene,5.0
6708457e1540d082ce0716f9,Mt. Hood,21455,https://www.ars.usda.gov/ARSUserFiles/2450/hopcultivars/21455.html,Medium,Green to light green,moderately resistant,,"Viruses: free of Apple and Cherry serotypes of Prunus Necrotic Ringspot, free of Hop Mosaic, Hop Latent, and American Hop Latent viruses.",Good to very good,"1,400-2,200 kg/ha (1250-1960 lbs/acre)",50-120 cm (20-40 inches),5-7%,7.0,5.0,6.0,6-7.5%,7.5,6.0,6.8,23%,23,23,23,1.4 ml/100 g,1.40,,1.40,H/C ratio 2.5-2.8,2.80,2.50,2.65,Humulene 26-36%,36.0,26.0,31.0,unknown,,unknown,,Farnesene: none,0.0
6708457e1540d082ce0716ed,Liberty,21457,https://www.ars.usda.gov/ARSUserFiles/2450/hopcultivars/21457.html,Medium early,Green to dark green,moderately resistant,,"Viruses: free of major hop viruses, such as Prunus and other strains of Necrotic Ringspot, Hop Latent, and American Hop Latent; slight infection by Hop Mosaic, generally symptomless.",Very good,"Good to very good, 1200-2000 kg/ha (1100-1780 lbs/A)",12-30 inches,"4-6% in Oregon, slightly lower in Washington",6.0,4.0,5.0,3.50%,3.5,3.5,3.5,24-28%,28,24,26,"1.3 ml/100 g (average of 7 different samples); myrcene 46%, humulene 31%, no farnesene; H/C - 3.43",1.30,,1.30,H/C - 3.43,3.43,,3.43,Humulene 31%,31.0,,31.0,unknown,,myrcene 46%,46.0,no farnesene,0.0
